playerID,pos,height,weight,college,collegeOther,age,year,stint,tmID,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,playerPowerRanking,PER
augusse01w,F,72.0,179,Louisiana State,,39.0,7,0,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.166778729555936,18.014049822064056
augusse01w,F,72.0,179,Louisiana State,,39.0,8,0,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.91648372817401,23.209364135407142
augusse01w,F,72.0,179,Louisiana State,,39.0,9,0,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.46846728266075,18.554350287907862
augusse01w,F,72.0,179,Louisiana State,,39.0,10,0,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.814035780638456,27.1390393258427
aycocan01w,G-F,74.0,172,Kansas,,50.0,1,2,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2997763924383268,27.609166666666667
aycocan01w,G-F,74.0,172,Kansas,,50.0,1,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40070858927395,-14.002999999999997
azizle01w,F,75.0,177,Syracuse,,44.0,4,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.902760048283618,2.9648409090909094
azzije01w,G,68.0,143,Stanford,,55.0,1,0,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66752281600422,11.888799642218247
azzije01w,G,68.0,143,Stanford,,55.0,2,0,UTA,2,2,75,9,0,3,3,10,1,1,5,7,12,3,1,1,7,2,0,52.06259502727527,9.996743568464732
azzije01w,G,68.0,143,Stanford,,55.0,3,0,UTA,5,5,186,40,2,11,13,34,4,5,8,20,33,13,8,7,19,7,0,50.429191293740104,11.046713292788878
azzije01w,G,68.0,143,Stanford,,55.0,4,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.47114442403027,7.711468309859151
badertr01w,G,64.0,125,Boise State,,50.0,1,0,CLE,5,0,36,8,0,1,1,1,2,0,1,1,9,3,1,0,3,2,0,18.604340561741456,7.578303482587065
badertr01w,G,64.0,125,Boise State,,50.0,2,0,CLE,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,11.068180205376644,7.024324561403508
badertr01w,G,64.0,125,Boise State,,50.0,3,0,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65329254996479,2.490219696969698
bakersh01w,G,68.0,125,Georgia,,40.0,7,0,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.74577571488755,9.98344788273616
bakersh01w,G,68.0,125,Georgia,,40.0,8,2,LAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.422438285787518,10.848359756097555
bakersh01w,G,68.0,125,Georgia,,40.0,8,1,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.043967926638683,17.00846153846154
bakersh01w,G,68.0,125,Georgia,,40.0,9,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.930505733563477,15.730472727272723
bakersh01w,G,68.0,125,Georgia,,40.0,10,0,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.363992061763454,29.98709090909091
balesal01w,C,79.0,218,Duke,,38.0,8,0,IND,4,0,17,0,0,2,2,1,0,0,1,2,4,0,0,0,0,0,0,23.02441403053301,16.547644970414197
balesal01w,C,79.0,218,Duke,,38.0,9,2,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.56603825624702,12.414678663239075
balesal01w,C,79.0,218,Duke,,38.0,9,1,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.74264900851826,13.043
banchrh01w,C,75.0,185,Washington,,50.0,1,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.925164577818088,-0.10352380952380916
baranel01w,F,77.0,182,Academy of Sport Moscow,,51.0,2,0,MIA,3,3,105,44,7,11,18,7,2,2,9,9,33,15,11,8,11,6,0,51.133730601411166,14.738979674796743
baranel01w,F,77.0,182,Academy of Sport Moscow,,51.0,4,0,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.230998548364276,13.500651764705879
baranel01w,F,77.0,182,Academy of Sport Moscow,,51.0,5,0,NYL,5,5,154,42,7,27,34,10,4,9,12,18,38,15,10,8,13,4,0,55.070782819603224,15.335180343511444
baranel01w,F,77.0,182,Academy of Sport Moscow,,51.0,6,0,NYL,2,2,59,9,1,7,8,2,3,2,1,4,10,3,2,2,3,1,0,49.44188371080929,13.077956977964325
barksla01w,G,70.0,156,North Carolina,,44.0,2,0,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.007073182020711,-0.37120000000000075
barksla01w,G,70.0,156,North Carolina,,44.0,3,0,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.583019826995745,7.719073684210522
barksla01w,G,70.0,156,North Carolina,,44.0,4,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.726659141763847,3.1402261904761914
barnead01w,F,71.0,165,Arizona,,46.0,1,0,CLE,4,0,6,2,0,1,1,2,0,0,1,0,2,1,0,0,1,0,0,10.883073955362326,17.100222222222225
barnead01w,F,71.0,165,Arizona,,46.0,2,0,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67677487115386,33.538999999999994
barnead01w,F,71.0,165,Arizona,,46.0,3,0,SEA,2,2,50,10,3,5,8,3,3,0,7,4,9,4,0,0,4,2,0,28.785073904761834,8.023176470588236
barnead01w,F,71.0,165,Arizona,,46.0,4,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.196388864751654,8.541707070707071
barnead01w,F,71.0,165,Arizona,,46.0,5,0,SEA,6,0,39,7,4,4,8,5,3,1,1,10,11,3,4,1,0,0,0,22.910582890804093,7.734751243781094
barnequ01w,C,77.0,185,Indiana,,47.0,1,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.374985924096926,5.629387234042554
barnequ01w,C,77.0,185,Indiana,,47.0,2,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46751009456344,9.013572052401743
barnequ01w,C,77.0,185,Indiana,,47.0,3,0,PHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.668113639817754,-1.8519999999999974
batkosu01w,C,76.0,203,,,42.0,6,0,SEA,3,0,43,14,2,8,10,0,0,2,5,8,12,6,5,2,0,0,0,27.979522992481268,13.518067245119303
batkosu01w,C,76.0,203,,,42.0,10,0,SEA,3,0,86,38,0,10,10,0,4,7,7,9,28,14,4,3,13,7,0,13.073613902464587,3.8704353741496624
batteja01w,F,73.0,163,Notre Dame,,40.0,6,0,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7888657305527271,-5.408065217391304
batteja01w,F,73.0,163,Notre Dame,,40.0,7,0,DET,4,0,9,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,12.846220572665565,3.194808988764043
battlas01w,F,72.0,170,Connecticut,,41.0,6,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2375778780817,0.6328750000000012
battlas01w,F,72.0,170,Connecticut,,41.0,7,0,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.918109842825608,9.382151648351647
battlas01w,F,72.0,170,Connecticut,,41.0,8,0,NYL,3,0,63,11,0,7,7,4,1,0,1,8,14,5,2,1,2,0,0,32.75577154613942,10.590229854689555
battlas01w,F,72.0,170,Connecticut,,41.0,9,0,NYL,6,0,93,19,2,11,13,9,5,1,3,5,22,8,0,0,9,3,0,20.692570202800134,11.032651785714284
battlas01w,F,72.0,170,Connecticut,,41.0,10,0,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.62751364935418,9.95968248175182
bauerca01w,F-C,76.0,180,Montana State,,51.0,1,0,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07887040961366,2.992434673366833
bauerca01w,F-C,76.0,180,Montana State,,51.0,2,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.745720011500524,2.697794117647059
bauerca01w,F-C,76.0,180,Montana State,,51.0,3,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.780576665171301,-1.945244635193133
beardal01w,G-F,71.0,160,Duke,,41.0,5,0,WAS,3,3,102,50,2,13,15,9,6,8,10,8,41,18,13,13,4,1,0,48.846563362216216,14.882890731707315
beardal01w,G-F,71.0,160,Duke,,41.0,6,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.09651866085093,11.660955665024627
beardal01w,G-F,71.0,160,Duke,,41.0,7,0,WAS,2,2,64,30,2,8,10,2,6,2,4,6,36,10,10,9,5,1,0,48.98854426938793,21.13686217303823
beardal01w,G-F,71.0,160,Duke,,41.0,8,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6184576379302,15.764364414029085
beardal01w,G-F,71.0,160,Duke,,41.0,9,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.41984392073996,12.514861721611725
beardal01w,G-F,71.0,160,Duke,,41.0,10,0,WAS,2,2,54,19,1,3,4,5,2,0,0,6,26,8,3,2,8,1,0,45.86792481774633,13.71030862944162
beckki01w,G,68.0,125,George Washington,,37.0,9,0,SEA,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.753957758953213,10.328236559139784
bennije01w,F,75.0,185,Vanderbilt,,42.0,6,0,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.487158118591681,5.274076923076922
berezva01w,C,76.0,0,Rice,,37.0,9,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09724473257698543,-18.787999999999997
berthlu01w,F-C,74.0,188,Old Dominion,,45.0,3,0,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.914958295244208,12.5553125
berthlu01w,F-C,74.0,188,Old Dominion,,45.0,4,0,CLE,3,0,13,4,2,2,4,1,1,1,2,5,9,2,0,0,0,0,0,18.054774046819816,12.917980099502486
berthlu01w,F-C,74.0,188,Old Dominion,,45.0,5,0,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.842751986688,7.034925373134333
beviltu01w,G,67.0,145,,,51.0,1,0,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.79914438945628,7.582388190954772
beviltu01w,G,67.0,145,,,51.0,2,0,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.13840777166871,9.958846446700507
beviltu01w,G,67.0,145,,,51.0,3,0,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.230478199320594,8.055745843230405
beviltu01w,G,67.0,145,,,51.0,4,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.629094227198657,8.349650793650795
beviltu01w,G,67.0,145,,,51.0,5,0,SEA,8,0,111,22,3,13,16,11,8,1,9,12,17,8,4,3,7,3,0,21.653044820254422,9.53104189944134
beviltu01w,G,67.0,145,,,51.0,6,0,IND,4,4,152,27,1,8,9,11,7,1,10,12,25,8,7,5,14,6,0,40.0571564257973,8.96546620847652
beviltu01w,G,67.0,145,,,51.0,7,0,IND,2,2,62,9,0,6,6,2,1,0,0,7,10,2,6,4,3,1,0,42.85616179173853,9.289128128128127
beviltu01w,G,67.0,145,,,51.0,8,0,IND,6,6,215,44,5,11,16,19,11,0,8,17,44,13,12,10,28,8,1,41.652566365318705,8.920568257491675
beviltu01w,G,67.0,145,,,51.0,9,0,IND,3,3,94,20,4,3,7,7,3,0,1,8,24,7,1,1,18,5,0,40.729316976835676,8.775019406392696
beviltu01w,G,67.0,145,,,51.0,10,0,IND,10,10,224,53,5,18,23,20,12,1,11,25,53,18,10,7,32,10,0,41.38168062033807,10.726333333333333
bibbyje01w,G,67.0,139,,,44.0,1,0,NYL,3,0,8,4,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,13.799640804578022,1.989840579710143
bibrzag01w,G-F,74.0,168,,,41.0,5,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.91866688476895,9.195260215053771
bibrzag01w,G-F,74.0,168,,,41.0,7,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.32786966167235,13.731934753661786
birdsu01w,G,69.0,150,Connecticut,,43.0,3,0,SEA,2,2,73,28,0,0,0,12,5,0,5,6,22,9,7,7,11,3,0,52.58490089182939,14.59791079393399
birdsu01w,G,69.0,150,Connecticut,,43.0,4,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4530984046438,14.04579401408451
birdsu01w,G,69.0,150,Connecticut,,43.0,5,0,SEA,8,8,233,68,5,21,26,42,12,0,16,13,61,23,21,16,20,6,0,52.78119955596668,16.298101232394366
birdsu01w,G,69.0,150,Connecticut,,43.0,6,0,SEA,3,3,103,27,1,4,5,13,3,0,4,6,33,9,8,7,15,2,0,49.92244724825852,13.36123431372549
birdsu01w,G,69.0,150,Connecticut,,43.0,7,0,SEA,3,3,106,38,3,5,8,10,1,2,7,3,36,13,8,5,21,7,0,49.44130031584596,14.070919248826295
birdsu01w,G,69.0,150,Connecticut,,43.0,8,0,SEA,2,2,71,33,0,4,4,10,4,0,6,4,24,11,4,4,12,7,0,47.055267925375105,12.456597388465724
birdsu01w,G,69.0,150,Connecticut,,43.0,9,0,SEA,3,3,111,59,0,7,7,9,4,0,6,3,50,23,8,8,17,5,0,50.47794032040383,14.202316831683161
birdsu01w,G,69.0,150,Connecticut,,43.0,10,0,SEA,3,3,109,34,1,10,11,12,4,0,7,5,33,11,8,7,12,5,0,51.22855654918209,12.605970935513172
bjorkte01w,C,76.0,175,Colorado,,41.0,5,0,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.349370477861677,-4.887769230769232
blackch01w,C,77.0,188,Duke,,38.0,10,0,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.770494225005397,9.312764018691587
blackde01w,G,63.0,124,St. Joseph's,,57.0,1,0,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0965736997715,8.686873170731705
blackde01w,G,63.0,124,St. Joseph's,,57.0,2,0,MIA,3,3,95,14,7,9,16,11,5,1,4,7,18,7,0,0,3,0,0,45.39796106450309,11.449585623678649
blackde01w,G,63.0,124,St. Joseph's,,57.0,3,0,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.03286892828941,11.872112347052287
blackde01w,G,63.0,124,St. Joseph's,,57.0,4,0,CON,4,0,29,8,1,1,2,2,2,0,0,2,10,4,0,0,0,0,0,22.568944354629675,7.952796246648794
blackde01w,G,63.0,124,St. Joseph's,,57.0,5,0,CON,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0,22.83336409336217,9.424933717579249
blodgci01w,G,69.0,130,Maine,,47.0,1,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286413333212296,7.366691729323312
blodgci01w,G,69.0,130,Maine,,47.0,2,0,SAC,2,0,7,6,0,2,2,1,0,0,1,1,4,2,2,1,2,1,0,12.156353791050309,12.991875000000002
blueni01w,G,68.0,163,UCLA,,39.0,7,0,WAS,1,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,17.67926951185865,10.127651933701657
blueni01w,G,68.0,163,UCLA,,39.0,8,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.61789407203318,7.477171428571433
blueni01w,G,68.0,163,UCLA,,39.0,9,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.67981731661064,5.497510242085662
blueni01w,G,68.0,163,UCLA,,39.0,10,0,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.768942671270162,4.843329670329676
blueoc01w,F,73.0,163,Miami (FL),,47.0,4,0,HOU,1,0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,6.9783973617129025,-0.3842432432432432
blueoc01w,F,73.0,163,Miami (FL),,47.0,5,0,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59464116528884,7.603709677419351
bobbish01w,G,62.0,130,Tennessee,,37.0,9,0,LAS,6,6,127,27,3,6,9,18,5,0,8,19,40,10,4,1,19,6,0,31.753200051334268,5.115097826086957
bobbish01w,G,62.0,130,Tennessee,,37.0,10,0,LAS,3,0,11,0,0,1,1,0,0,0,1,3,4,0,0,0,2,0,0,21.455399916755344,5.424980169971672
boddiwh01w,G,69.0,149,Auburn,,36.0,10,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22585471769445,7.6373333333333315
boltoru01w,G,69.0,150,Auburn,,56.0,1,0,SAC,2,2,70,39,4,5,9,7,4,0,5,6,34,13,9,9,14,4,0,41.943890387395996,11.958744239631335
boltoru01w,G,69.0,150,Auburn,,56.0,2,0,SAC,5,0,121,55,10,12,22,9,4,0,10,11,44,17,13,12,23,9,0,27.58427055876284,11.532070446735396
boltoru01w,G,69.0,150,Auburn,,56.0,3,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.164475953399197,14.180968792401622
boltoru01w,G,69.0,150,Auburn,,56.0,4,0,SAC,6,0,91,15,2,8,10,6,2,0,5,10,28,6,0,0,12,3,0,24.138261596203947,7.818276391554698
