year,tmID,confID,rank,playoff,firstRound,semis,finals,o_oreb,o_dreb,d_oreb,d_dreb,min,arena,powerRanking2,offensiveFieldGoalPercentage,offensiveFreeThrowPercentage,offensiveThreePointPercentage,offensiveReboundsPerGame,offensiveAssistsPerGame,offensivePersonalFoulsPerGame,offensiveStealsPerGame,offensiveTurnoversPerGame,offensiveBlocksPerGame,offensivePointsPerGame,defensiveFieldGoalPercentage,defensiveFreeThrowPercentage,defensiveThreePointPercentage,defensiveReboundsPerGame,defensiveAssistsPerGame,defensivePersonalFoulsPerGame,defensiveStealsPerGame,defensiveTurnoversPerGame,defensiveBlocksPerGame,defensivePointsPerGame,winPercentage,homeWinPercentage,awayWinPercentage,conferenceWinPercentage,attendance
8,2,0,0,0,0,0,0,61.66166166166166,21.72172172172172,62.06206206206206,15.315315315315313,6972,19,-28.198144704287277,5.918933113881416,0.0,52.35173053900274,38.13559322033898,59.24170616113742,11.034482758620731,35.714285714285715,16.326530612244884,26.562499999999993,18.300653594771255,61.837320111816794,53.252977921931766,100.0,54.670329670329686,71.2418300653595,48.14814814814819,0.0,46.10389610389612,70.66666666666666,45.13108614232213,28.57142857142855,14.285714285714285,55.55555555555555,5.45454545454546,0.0
9,2,0,0,0,0,0,0,64.26426426426426,22.922922922922922,63.36336336336337,20.52052052052052,6875,19,97.87151615363477,86.2032529866243,20.236073969412526,15.563853810539072,24.390243902439064,53.571428571428534,19.07216494845358,51.327433628318595,32.121212121212125,51.79856115107915,16.19937694704051,48.401746030678964,100.0,53.204335718876514,38.116591928251104,26.086956521739125,40.87591240875918,30.588235294117656,18.400000000000034,19.607843137254907,17.247097844112787,40.0,46.666666666666664,16.666666666666657,57.14285714285714,0.0
10,2,0,0,0,0,0,0,69.26926926926927,22.32232232232232,64.06406406406407,20.22022022022022,6825,19,46.00753730189459,57.658766433174776,38.466345203722405,100.0,16.190476190476183,45.930232558139515,12.021857923497224,20.512820512820497,51.298701298701296,48.8095238095238,9.472049689441002,70.47345748772787,46.819421020799076,44.944939280419305,49.80544747081711,88.27586206896552,24.468085106383015,25.25252525252526,16.29213483146068,23.913043478260857,39.099099099099085,36.36363636363634,71.42857142857146,0.0,32.69230769230769,0.0
1,3,0,0,1,10,5,0,66.86686686686687,39.63963963963964,72.27227227227228,40.34034034034034,6500,12,153.20001422791327,73.63539804966699,49.10763686791743,75.06012108778268,47.31543624161073,76.0204081632653,44.927536231884055,38.13559322033898,66.46341463414635,29.78723404255319,55.5895865237366,68.24779448715664,100.0,47.59584525863885,0.0,68.88888888888889,73.13432835820896,100.0,100.0,27.397260273972602,28.27102803738318,50.0,81.81818181818183,18.181818181818183,69.23076923076924,30.403274771333997
2,3,0,0,1,5,0,0,70.27027027027027,33.733733733733736,70.27027027027027,40.54054054054054,6425,12,243.50585644910953,71.03033000956104,55.04113302896548,34.63024415550311,31.775700934579437,49.45652173913043,12.365591397849462,55.08474576271186,12.871287128712872,1.3157894736842104,15.96153846153846,0.0,37.132737576285905,27.142575216634686,0.0,25.98870056497175,32.59668508287293,2.666666666666667,67.94871794871796,70.83333333333334,0.0,66.66666666666666,81.81818181818183,60.0,73.33333333333333,33.556545702732635
3,3,0,0,0,0,0,0,70.47047047047047,32.532532532532535,72.17217217217218,35.93593593593594,6550,12,-43.08422117866821,40.132276782928855,94.33259333202005,34.22351054644132,36.496350364963504,33.97435897435898,48.07692307692308,21.27659574468085,32.33082706766917,0.0,15.14476614699332,74.88705405826452,90.70730261296944,39.137977656448896,2.484472049689441,98.36065573770492,31.05590062111801,49.275362318840585,3.418803418803419,48.717948717948715,54.86725663716814,6.25,0.0,41.66666666666667,9.090909090909086,33.26729914094968
4,3,0,0,1,5,0,0,65.06506506506507,27.927927927927925,69.96996996996997,29.52952952952953,6825,12,114.7720025600718,44.74457464793045,36.00660228464312,24.42159383033414,41.025641025641,55.97484276729558,62.60504201680672,31.707317073170742,18.39080459770112,0.0,28.947368421052634,43.92742964113248,68.00710759365177,79.85367087111145,9.375000000000028,39.99999999999999,44.97607655502393,0.0,23.118279569892454,57.31707317073172,19.10112359550562,52.94117647058824,72.72727272727273,36.36363636363637,61.53846153846153,17.14155726938515
4,4,0,0,1,10,5,0,66.66666666666666,23.723723723723726,63.36336336336337,18.71871871871872,6875,10,135.83182195537472,42.352161953753885,52.75931690486617,29.606178094314945,50.54945054945049,57.8616352201258,72.68907563025212,67.47967479674799,0.0,30.864197530864196,62.9385964912281,25.077319657245482,54.988578315760414,30.93078266861079,100.0,71.85185185185186,49.76076555023922,33.72093023255816,27.956989247311824,0.0,75.00000000000007,58.82352941176472,63.636363636363654,54.54545454545454,46.153846153846146,0.0
5,4,0,0,1,10,10,5,67.86786786786787,27.52752752752753,69.36936936936937,24.224224224224226,6900,10,153.15344741763877,77.47772818142208,44.73428407448034,26.75177178490877,58.05369127516775,73.00000000000003,28.497409326424865,85.71428571428575,20.105820105820094,0.0,60.29776674937965,75.18982637631187,43.75141949291576,95.57067963617992,68.61313868613138,91.59663865546221,27.33812949640288,12.149532710280358,38.03680981595093,3.921568627450996,62.96296296296291,56.25,44.44444444444445,71.4285714285714,93.99999999999999,0.0
6,4,0,0,1,10,10,10,67.76776776776778,21.12112112112112,64.96496496496496,27.127127127127125,6800,10,350.4265392655523,100.0,53.69337979094083,82.4528393858153,63.79310344827588,100.0,23.888888888888843,29.078014184397166,18.49315068493153,52.427184466019426,94.04466501240697,0.0,91.2098584233112,6.847661416376109,100.0,45.11278195488719,55.19480519480518,70.93023255813951,14.691943127962093,0.0,48.08917197452226,100.0,89.99999999999999,100.0,80.71428571428572,32.14175198783753
7,4,0,0,1,10,5,0,65.76576576576578,7.307307307307307,62.96296296296296,21.62162162162162,6825,10,377.06962539669377,72.03748835613858,100.0,65.1138698524798,93.20754716981139,93.93939393939397,0.0,36.64596273291926,53.73134328358208,97.22222222222223,56.58307210031344,22.11891936156562,0.0,30.07341473620146,50.7575757575758,35.7615894039735,41.61073825503357,54.545454545454554,24.615384615384624,25.925925925925913,17.93960923623446,100.0,91.66666666666664,100.0,100.0,67.23860221178967
8,4,0,0,1,5,0,0,64.56456456456456,13.113113113113112,66.26626626626627,15.715715715715717,6925,10,206.50887005385908,73.73164435476788,71.74071041015641,50.77063800594548,62.28813559322026,69.66824644549763,15.862068965517222,45.91836734693878,36.734693877551024,95.31249999999997,42.81045751633986,46.9577971155734,24.685506903113392,32.83655065845611,42.032967032967065,69.28104575163404,17.28395061728396,5.063291139240525,18.831168831168835,0.0,41.76029962546819,57.14285714285714,42.85714285714284,77.77777777777779,45.45454545454546,69.50222320807413
9,4,0,0,1,5,0,0,62.96296296296296,13.013013013013014,63.96396396396396,15.915915915915916,6850,10,282.20817667965105,70.00825714798125,50.11389206660717,26.31294965080181,79.02439024390242,95.71428571428564,13.917525773195862,0.0,9.090909090909099,14.388489208633098,50.15576323987544,51.25328797845462,0.4883099842853334,37.21708498170985,56.053811659192846,37.198067632850226,56.934306569343065,27.058823529411786,0.0,0.0,22.38805970149253,85.0,80.0,83.33333333333331,78.57142857142857,67.45222486396149
10,4,0,0,0,0,0,0,64.16416416416416,17.31731731731732,67.06706706706707,5.405405405405405,6975,10,83.5257537349025,5.865040204114296,29.78063994662787,19.63076825306037,64.28571428571422,90.11627906976744,51.366120218579184,21.153846153846136,0.0,39.2857142857143,21.58385093167703,43.96836352436667,62.805060934166455,4.535702497524494,95.7198443579766,29.655172413793117,50.0,0.0,50.00000000000002,32.6086956521739,32.07207207207209,36.36363636363634,71.42857142857146,0.0,32.69230769230769,38.63854799634616
1,5,0,0,0,0,0,0,65.86586586586587,35.53553553553554,66.86686686686687,35.93593593593594,6425,16,-11.18575484260686,69.68503898495794,45.770033186584854,4.358255660925348,64.42953020134227,57.6530612244898,71.01449275362319,38.983050847457626,61.58536585365854,26.595744680851062,77.947932618683,100.0,51.98484846302761,90.19064422446371,68.05555555555556,53.888888888888886,57.46268656716418,74.39024390243902,92.85714285714286,100.0,99.29906542056075,36.36363636363637,36.36363636363637,36.36363636363637,46.15384615384615,10.658675597861214
2,5,0,0,0,0,0,0,67.56756756756756,37.83783783783784,72.07207207207207,29.72972972972973,6550,16,-87.01312432341108,39.625830599688676,72.08860938554619,69.40740343411582,25.233644859813083,30.978260869565215,50.0,19.491525423728813,66.33663366336634,0.0,35.0,100.0,64.23304100038723,85.40413671703094,41.86046511627907,28.24858757062147,29.2817679558011,52.0,59.61538461538461,45.83333333333333,100.0,0.0,9.090909090909092,20.0,19.999999999999993,9.072938934246787
3,5,0,0,0,0,0,0,63.96396396396396,28.02802802802803,68.56856856856857,33.033033033033036,6450,16,-91.80560784801925,0.0,51.21633791906625,15.965649004997696,76.64233576642336,32.69230769230769,68.26923076923077,0.0,100.0,51.578947368421055,24.721603563474385,53.225806451612925,100.0,28.029051799850684,42.857142857142854,45.08196721311475,45.962732919254655,100.0,16.23931623931624,87.17948717948718,82.7433628318584,0.0,30.0,8.333333333333332,0.0,0.0
4,5,0,0,1,10,10,10,62.06206206206206,14.814814814814813,60.96096096096096,32.532532532532535,6900,16,363.0920955798389,100.0,24.08883264303594,100.0,100.0,73.58490566037739,48.31932773109243,61.78861788617886,100.0,88.8888888888889,100.0,0.15443349398197562,34.54402730916989,0.0,40.62499999999997,35.555555555555564,100.0,100.0,39.24731182795698,49.999999999999986,71.06741573033706,100.0,90.90909090909093,90.90909090909092,100.0,22.904818861583394
5,5,0,0,1,5,0,0,60.26026026026025,22.62262262262262,67.46746746746747,26.926926926926924,6850,16,126.28687666040635,53.795727075295616,0.0,0.0,100.0,69.00000000000004,48.18652849740931,64.76190476190476,47.089947089947074,100.0,67.99007444168743,38.466895793669146,100.0,76.94791559024536,62.773722627737236,49.57983193277311,100.0,58.87850467289718,40.49079754601227,39.215686274509814,98.61111111111104,49.99999999999999,22.222222222222214,85.71428571428571,61.00000000000001,46.64197309595643
6,5,0,0,1,5,0,0,58.75875875875876,19.61961961961962,72.67267267267268,25.425425425425423,6925,16,101.28498380354411,5.755958911833826,0.0,30.21543162719628,100.0,29.285714285714313,100.0,32.62411347517729,100.0,76.69902912621359,37.717121588089384,10.289025496764538,79.43697052187905,56.992336558602254,48.717948717948694,28.57142857142856,100.0,87.20930232558138,51.65876777251187,76.0,61.783439490445836,49.99999999999999,70.0,27.272727272727266,65.00000000000003,82.47608540637992
7,5,0,0,1,10,10,10,59.35935935935935,11.911911911911911,67.56756756756756,23.923923923923923,6825,16,308.832514528794,28.84163089784061,39.40462591026021,48.01578039212522,100.0,58.78787878787879,71.25984251968502,12.422360248447198,70.89552238805972,75.0,32.131661442006276,0.0,75.23087292283928,18.135604410114208,24.621212121212146,0.0,100.0,57.14285714285714,34.871794871794876,35.18518518518517,12.078152753108357,85.71428571428574,91.66666666666664,70.0,90.9090909090909,100.0
8,5,0,0,1,10,10,5,61.96196196196196,6.806806806806807,69.06906906906907,21.92192192192192,6850,16,349.0048096938808,72.96848132526804,58.03501415012748,76.87893521847865,100.0,43.12796208530804,57.93103448275866,0.0,53.06122448979595,34.375000000000014,46.40522875816997,0.0,28.72490770471638,17.02295815454581,17.307692307692328,46.40522875816995,100.0,43.03797468354429,22.077922077922068,42.66666666666667,31.83520599250937,100.0,100.0,100.0,85.45454545454547,100.0
9,5,0,0,1,10,10,10,59.45945945945946,15.615615615615615,67.56756756756756,23.823823823823822,6875,16,338.7564669989351,76.16547046272773,51.1740856041441,57.6019692194438,83.41463414634146,93.57142857142856,62.88659793814432,59.29203539823007,14.545454545454534,29.496402877697847,47.35202492211842,31.89371338942331,64.3775359633276,69.53123272933598,4.484304932735408,20.772946859903396,100.0,0.0,58.40000000000004,14.705882352941183,19.237147595356525,89.99999999999999,86.66666666666667,83.33333333333331,100.0,100.0
10,5,0,0,1,10,5,0,62.66266266266266,14.614614614614615,67.96796796796797,21.82182182182182,6975,16,166.28400318268186,48.9296355540701,30.081823696242356,55.12876635775158,84.28571428571432,70.9302325581395,100.0,28.205128205128204,60.3896103896104,0.0,21.73913043478263,17.274994929962155,40.85905507614078,33.985434813651324,28.404669260700395,28.96551724137933,67.02127659574468,31.313131313131297,39.88764044943819,0.0,30.270270270270267,54.54545454545454,57.14285714285715,42.857142857142854,42.307692307692314,54.97994360379681
1,6,1,0,1,10,10,10,72.67267267267268,27.52752752752753,70.97097097097097,38.73873873873874,6475,5,409.1534052824922,100.0,100.0,79.07906812820545,68.45637583892618,53.06122448979592,0.0,59.32203389830508,6.707317073170732,43.61702127659575,100.0,15.837823889717479,43.46698836259622,20.640976947340597,20.13888888888889,31.666666666666664,39.55223880597015,12.195121951219512,42.857142857142854,13.698630136986301,15.186915887850466,95.45454545454545,90.9090909090909,100.0,100.0,68.62526196212076
2,6,1,0,1,5,0,0,65.16516516516516,28.928928928928926,70.27027027027027,31.431431431431434,6450,5,157.49061367501952,24.468572451737593,79.19119215942871,35.411238756526885,78.03738317757009,7.608695652173914,0.0,41.52542372881356,4.9504950495049505,17.105263157894736,24.23076923076923,15.37997320951931,16.000384024577468,44.30590191188692,42.32558139534884,36.15819209039548,12.70718232044199,33.33333333333333,27.564102564102566,61.111111111111114,42.82744282744283,50.0,54.54545454545454,60.0,60.00000000000001,55.28240657274577
3,6,1,0,1,5,0,0,70.07007007007007,29.72972972972973,69.06906906906907,33.533533533533536,6425,5,315.30207576119574,55.499897073295166,91.69180554247879,38.31803097427325,48.175182481751825,14.743589743589745,0.0,62.76595744680851,35.338345864661655,45.26315789473684,15.367483296213807,0.0,34.914760790947255,10.418761662332855,36.64596273291926,29.508196721311474,26.70807453416149,78.26086956521739,34.18803418803419,0.0,0.0,93.75,100.0,75.0,90.90909090909092,57.235893521379325
4,6,1,0,1,5,0,0,73.37337337337337,23.523523523523522,70.17017017017017,29.129129129129126,6825,5,234.67582549672528,73.51055297370579,92.25967925867434,42.57273046571411,26.739926739926705,23.270440251572314,0.0,35.77235772357724,9.195402298850542,53.08641975308641,32.23684210526313,15.35140856215117,13.761642283567713,53.63848216367455,10.416666666666691,44.44444444444442,33.01435406698567,4.651162790697693,3.225806451612892,41.463414634146346,0.0,70.58823529411765,100.0,36.36363636363637,69.23076923076923,35.05360405644386
5,6,1,0,0,0,0,0,68.86886886886887,27.52752752752753,66.46646646646647,27.927927927927925,6850,18,15.676935756505367,44.71992859688553,56.88917232078453,56.02326959214612,54.69798657718119,12.50000000000002,0.0,31.428571428571416,31.746031746031722,21.153846153846146,21.091811414392076,48.454172691241496,38.12599584725387,69.09601507068454,62.773722627737236,69.7478991596639,47.48201438848923,29.90654205607474,25.15337423312885,35.29411764705881,19.9074074074074,24.999999999999993,33.333333333333336,14.285714285714276,10.0,23.33741573816849
6,6,1,0,1,10,5,0,72.37237237237237,31.53153153153153,72.57257257257257,31.23123123123123,6875,18,141.29317754593805,91.47235320111889,65.83972125435538,0.0,12.068965517241361,24.28571428571429,0.0,36.170212765957444,0.0,28.155339805825246,53.101736972704686,72.65275594335833,79.9207435789525,75.63223918881012,0.0,79.69924812030074,61.68831168831173,0.0,33.175355450236964,42.666666666666664,54.14012738853504,65.0,60.0,63.63636363636361,57.14285714285715,30.43577703929931
7,6,1,0,1,5,0,0,69.66966966966966,17.71771771771772,66.26626626626627,21.22122122122122,6925,18,200.71204124353957,70.8312344825873,11.570198517101185,87.87845485366394,39.2452830188679,34.54545454545453,34.25196850393703,36.64596273291926,92.53731343283584,1.3888888888888844,28.996865203761736,43.22486940601919,15.176332189420549,0.0,39.77272727272733,34.437086092715234,81.20805369127515,87.01298701298707,41.538461538461554,0.0,23.62344582593249,61.904761904761905,75.0,40.0,63.63636363636365,71.64843151505627
8,6,1,0,0,0,0,0,62.56256256256256,22.922922922922922,65.76576576576578,27.82782782782783,6800,18,30.22004576182818,61.29717047029505,65.44143499876303,57.54551121608622,29.237288135593232,40.75829383886252,25.517241379310374,63.26530612244898,100.0,21.87500000000001,15.849673202614412,48.21307597388351,84.37784696179772,41.857169810594186,10.164835164835177,73.8562091503268,44.44444444444443,86.07594936708858,47.402597402597415,100.0,48.31460674157307,21.42857142857142,28.57142857142855,33.33333333333333,36.36363636363637,72.85568808541959
9,6,1,0,0,0,0,0,62.36236236236237,19.61961961961962,65.06506506506507,25.625625625625624,6925,18,114.35204784687414,56.276695842386204,61.52018455588561,6.463606893798582,49.75609756097568,59.28571428571423,64.9484536082474,74.33628318584068,76.96969696969698,30.935251798561154,30.062305295950196,43.586183552624895,16.87691202205799,100.0,7.62331838565022,31.400966183574887,86.86131386861318,98.82352941176471,44.80000000000004,59.80392156862745,33.167495854062985,64.99999999999999,80.0,16.666666666666657,57.14285714285714,49.5458750733663
1,7,0,0,0,0,0,0,71.47147147147147,35.23523523523524,67.86786786786787,36.63663663663664,6425,6,37.07154480710423,64.66765103709955,52.41053494565098,100.0,46.644295302013425,56.63265306122449,42.51207729468599,48.30508474576271,54.268292682926834,67.02127659574468,59.87748851454824,83.09919292727257,68.99063813558547,28.52859816015615,56.25,62.22222222222222,12.686567164179104,53.65853658536586,39.682539682539684,0.0,67.5233644859813,13.636363636363635,9.090909090909092,18.181818181818183,23.076923076923073,58.30542335037311
2,7,0,0,0,0,0,0,71.37137137137137,35.03503503503504,69.36936936936937,33.933933933933936,6475,6,-66.30887873854459,55.90551679760628,100.0,68.39403288939285,20.5607476635514,25.0,48.924731182795696,33.89830508474576,59.4059405940594,47.368421052631575,44.61538461538462,84.66406917920149,4.070367398882252,68.45080758593977,34.883720930232556,100.0,43.0939226519337,44.0,48.717948717948715,88.88888888888889,95.84199584199584,0.0,18.181818181818183,10.0,19.999999999999993,28.115100316789864
3,7,0,0,1,5,0,0,68.46846846846847,36.63663663663664,71.17117117117117,35.53553553553554,6425,6,52.99832852342056,3.0110079651546764,100.0,41.03849502771512,28.832116788321166,12.82051282051282,44.230769230769226,71.27659574468085,22.55639097744361,17.894736842105264,20.93541202672606,84.84157559556574,0.0,50.26951687175618,11.180124223602485,79.50819672131148,52.17391304347826,26.08695652173913,39.31623931623932,94.87179487179486,52.43362831858407,43.75,60.0,41.66666666666667,54.54545454545454,24.701634497716064
4,7,0,0,0,0,0,0,66.56656656656656,34.53453453453454,69.06906906906907,32.232232232232235,6875,6,61.81803417230692,51.45514480226373,100.0,59.68026992287915,11.355311355311335,69.81132075471697,74.78991596638659,91.05691056910572,22.988505747126425,43.209876543209866,52.63157894736838,82.65741514348662,70.628117402311,100.0,0.0,84.44444444444446,31.57894736842105,4.651162790697693,47.31182795698924,100.0,50.280898876404514,47.05882352941176,72.72727272727273,27.272727272727277,53.84615384615385,28.871342926539327
5,7,0,0,0,0,0,0,60.36036036036037,29.429429429429426,71.87187187187187,31.131131131131127,6850,6,40.818154998936194,0.0,98.39041045272486,57.86058918134397,76.8456375838926,64.50000000000003,43.52331606217614,49.52380952380954,32.80423280423281,73.07692307692311,26.302729528535934,77.47190332880669,48.78392405544379,62.82844871147041,0.0,48.73949579831933,10.071942446043135,39.25233644859813,22.08588957055214,100.0,35.64814814814813,37.49999999999999,44.44444444444445,28.57142857142857,27.999999999999996,14.907747607810338
6,7,0,0,1,10,5,0,65.86586586586587,32.83283283283283,72.07207207207207,28.82882882882883,6925,6,205.23716736273414,0.0,63.293941967030754,32.33566433566434,30.000000000000004,42.85714285714288,48.33333333333334,100.0,35.61643835616439,18.446601941747566,18.61042183622827,62.90262901974134,5.883873791463335,53.05449361948337,24.786324786324748,0.0,35.064935064935085,43.0232558139535,69.66824644549762,45.333333333333336,12.73885350318467,75.0,89.99999999999999,54.54545454545453,88.57142857142858,59.78984756548764
7,7,0,0,1,5,0,0,66.06606606606607,24.424424424424423,71.17117117117117,22.62262262262262,6850,6,200.60139920000714,18.80227288445872,62.30212622940983,23.52006385428914,27.54716981132079,15.757575757575736,29.9212598425197,100.0,64.17910447761194,13.888888888888884,17.711598746081524,68.80039139749672,45.704475130356734,13.607810709259988,15.909090909090942,21.85430463576159,67.7852348993289,36.36363636363635,91.79487179487182,29.629629629629633,0.0,76.1904761904762,75.0,70.0,72.72727272727273,63.97002494647312
8,7,0,0,1,10,5,0,65.86586586586587,18.71871871871872,63.06306306306306,20.42042042042042,6875,6,277.1461966528486,40.81438541518586,69.94916792976235,56.15291637244525,33.050847457627135,18.48341232227487,19.310344827586217,82.65306122448979,70.06802721088437,64.06249999999999,10.947712418300643,11.476450119395375,0.0,7.574768064992836,37.912087912087905,0.0,35.80246913580248,48.101265822784775,74.67532467532466,38.666666666666664,0.0,78.57142857142856,100.0,66.66666666666666,65.45454545454547,67.91421744084049
9,7,0,0,1,5,0,0,65.06506506506507,22.12212212212212,66.16616616616616,16.616616616616618,6950,6,153.12881336103231,15.35353136738399,55.434453063044145,41.60748233331401,24.390243902439064,19.285714285714253,64.43298969072167,100.0,68.48484848484851,63.30935251798561,16.35514018691591,52.429715409750564,76.73530486405552,42.59495630247339,43.04932735426002,0.0,24.817518248175194,76.47058823529413,87.20000000000005,25.49019607843139,8.45771144278607,64.99999999999999,66.66666666666666,50.0,71.42857142857143,68.43707410244421
10,7,0,0,1,10,10,5,65.76576576576578,21.92192192192192,68.16816816816817,15.015015015015015,6925,6,267.4792802181561,0.0,78.31335852909433,38.25881152929738,34.761904761904766,43.023255813953476,59.56284153005459,100.0,50.649350649350644,23.80952380952382,14.596273291925463,48.80585591879699,21.779405487708402,0.0,54.08560311284042,11.03448275862069,58.510638297872376,23.232323232323246,100.0,13.043478260869556,4.504504504504502,90.90909090909088,100.0,57.14285714285714,100.0,54.10222804718218
1,8,1,0,1,10,5,0,69.16916916916917,21.62162162162162,69.96996996996997,32.13213213213213,6450,14,368.3267412777841,71.38784199186297,75.83183364700821,59.91284224788439,100.0,100.0,72.94685990338165,48.30508474576271,22.5609756097561,98.93617021276596,91.11791730474732,0.0,29.329764531168518,19.37872249659537,72.91666666666666,16.11111111111111,41.04477611940299,24.390243902439025,46.82539682539682,41.0958904109589,39.25233644859813,100.0,100.0,100.0,100.0,9.167531712922159
